"","X","file_id","newspaper_name","lynch_address","date","news_address","news_location_lon","news_location_lat","newspaper_city","newspaper_state_code","year","page","url","city_lynch","state_lynch","sn","lynching.lon","lynching.lat","miles","in_state","decade","Newspaper_State","Newspaper_Region","Newspaper_Region2"
"1427",1998,17168,"Lynchburg daily Virginian ","Milwaukee, WI","8/10/1855","Lynchburg , Virginia",-79.14225,37.413754,"Lynchburg ","VA",1855,"seq-3","https://articleextractor.org/pages/17168/vi_exmoor_ver01/sn85034360/1855/08/10/ed-1/seq-3/1","Milwaukee","WI","sn85034360",-87.906474,43.038902,604,"N","1850s","Virginia","South","South"
"1428",1999,17171,"Tribune and telegraph ","West Bend, Milwaukee, WI","8/16/1855","Kenosha, Wisconsin",-87.82118,42.584742,"Kenosha","WI",1855,"seq-2","https://articleextractor.org/pages/17171/whi_dynamite_ver01/sn85040307/1855/08/16/ed-1/seq-2/1","West Bend, Milwaukee","WI","sn85040307",-87.906474,43.038902,32,"Y","1850s","Wisconsin","North Central","North"
"1429",2006,17175,"Anti-slavery bugle ","NA, NA","9/8/1855","New-Lisbon, Ohio",-80.76813,40.772004,"New-Lisbon","OH",1855,"seq-2","https://articleextractor.org/pages/17175/ohi_ariel_ver02/sn83035487/1855/09/08/ed-1/seq-2/1",NA,NA,"sn83035487",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1430",2007,17178,"The North-Carolinian ","Ranchora, CA","9/15/1855","Fayetteville , North Carolina",-78.87838,35.052367,"Fayetteville ","NC",1855,"seq-3","https://articleextractor.org/pages/17178/ncu_jefferson_ver02/sn84020750/1855/09/15/ed-1/seq-3/1","Ranchora","CA","sn84020750",-119.417932,36.778261,2257,"N","1850s","North Carolina","South","South"
"1431",2009,17180,"Minnesota weekly times ","None, NONE","9/18/1855","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1855,"seq-2","https://articleextractor.org/pages/17180/mnhi_foxtrot_ver01/sn85025594/1855/09/18/ed-1/seq-2/1","None","NONE","sn85025594",NA,NA,NA,"N","1850s","Minnesota","North Central","North"
"1432",2010,17181,"Green-Mountain freeman ","None, NONE","9/20/1855","Montpelier, Vermont",-72.57539,44.260059,"Montpelier","VT",1855,"seq-2","https://articleextractor.org/pages/17181/vtu_hildene_ver01/sn84023209/1855/09/20/ed-1/seq-2/1","None","NONE","sn84023209",NA,NA,NA,"N","1850s","Vermont","Northeast","North"
"1433",2019,17185,"The daily dispatch ","Lagrange, TN","10/8/1855","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1855,"seq-2","https://articleextractor.org/pages/17185/vi_manowar_ver01/sn84024738/1855/10/08/ed-1/seq-2/1","Lagrange","TN","sn84024738",-89.24368,35.045367,680,"N","1850s","Virginia","South","South"
"1434",2023,17186,"Squatter sovereign ","Milwaukee, WI","10/9/1855","Atchison, Kansas",-95.12164,39.563052,"Atchison","KS",1855,"seq-2","https://articleextractor.org/pages/17186/khi_anthony_ver01/sn82015827/1855/10/09/ed-1/seq-2/1","Milwaukee","WI","sn82015827",-87.906474,43.038902,445,"N","1850s","Kansas","North Central","North"
"1435",2024,17187,"Lynchburg daily Virginian ","Cumberland Mountains, TN","10/9/1855","Lynchburg , Virginia",-79.14225,37.413754,"Lynchburg ","VA",1855,"seq-3","https://articleextractor.org/pages/17187/vi_exmoor_ver01/sn85034360/1855/10/09/ed-1/seq-3/1","Cumberland Mountains","TN","sn85034360",-86.580447,35.517491,434,"N","1850s","Virginia","South","South"
"1436",2025,17189,"Richmond enquirer ","St. Louis, MO","10/16/1855","Richmond, Virginia",-77.43605,37.540725,"Richmond","VA",1855,"seq-2","https://articleextractor.org/pages/17189/vi_chanel_ver01/sn84024735/1855/10/16/ed-1/seq-2/1","St. Louis","MO","sn84024735",-90.199404,38.627003,698,"N","1850s","Virginia","South","South"
"1437",2026,17191,"Vermont watchman and State journal ","Chicago, IL","10/19/1855","Montpelier, Vermont",-72.57539,44.260059,"Montpelier","VT",1855,"seq-3","https://articleextractor.org/pages/17191/vtu_foxville_ver01/sn84023200/1855/10/19/ed-1/seq-3/1","Chicago","IL","sn84023200",-87.629798,41.878114,777,"N","1850s","Vermont","Northeast","North"
"1438",2027,17192,"Fayetteville observer ","None, NONE","10/25/1855","Fayetteville, Tennessee",-86.57055,35.152027,"Fayetteville","TN",1855,"seq-1","https://articleextractor.org/pages/17192/tu_homer_ver01/sn85033395/1855/10/25/ed-1/seq-1/1","None","NONE","sn85033395",NA,NA,NA,"N","1850s","Tennessee","South","South"
"1439",2028,17194,"Western Reserve chronicle ","None, NONE","10/31/1855","Warren, Ohio",-80.81842,41.237557,"Warren","OH",1855,"seq-1","https://articleextractor.org/pages/17194/ohi_ariel_ver02/sn84028385/1855/10/31/ed-1/seq-1/1","None","NONE","sn84028385",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1440",2029,17196,"Fremont journal ","None, NONE","11/2/1855","Fremont, Ohio",-83.12186,41.35033,"Fremont","OH",1855,"seq-2","https://articleextractor.org/pages/17196/ohi_cobweb_ver04/sn85026050/1855/11/02/ed-1/seq-2/1","None","NONE","sn85026050",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1441",2030,17197,"The Union and eastern journal ","None, NONE","11/9/1855","Biddeford , Maine",-70.45338,43.492584,"Biddeford ","ME",1855,"seq-2","https://articleextractor.org/pages/17197/me_allagash_ver02/sn83021380/1855/11/09/ed-1/seq-2/1","None","NONE","sn83021380",NA,NA,NA,"N","1850s","Maine","Northeast","North"
"1442",2031,17198,"The weekly Portage sentinel ","Columbia, Tuolumne county, CA","11/17/1855","Ravenna, Ohio",-81.24205,41.157557,"Ravenna","OH",1855,"seq-2","https://articleextractor.org/pages/17198/ohi_gann_ver01/sn83035102/1855/11/17/ed-1/seq-2/1","Columbia, Tuolumne county","CA","sn83035102",-120.401306,38.036312,2081,"N","1850s","Ohio","North Central","North"
"1443",2032,17199,"The daily dispatch ","None, NONE","11/27/1855","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1855,"seq-1","https://articleextractor.org/pages/17199/vi_manowar_ver01/sn84024738/1855/11/27/ed-1/seq-1/1","None","NONE","sn84024738",NA,NA,NA,"N","1850s","Virginia","South","South"
"1444",2033,17201,"The Opelousas courier ","None, NONE","12/1/1855","Opelousas, Louisiana",-92.08151,30.53353,"Opelousas","LA",1855,"seq-2","https://articleextractor.org/pages/17201/lu_lenin_ver01/sn83026389/1855/12/01/ed-2/seq-2/1","None","NONE","sn83026389",NA,NA,NA,"N","1850s","Louisiana","South","South"
"1445",2034,17202,"The weekly Portage sentinel ","None, NONE","9/11/1856","Ravenna, Ohio",-81.24205,41.157557,"Ravenna","OH",1856,"seq-4","https://articleextractor.org/pages/17202/ohi_gann_ver01/sn83035102/1856/09/11/ed-1/seq-4/1","None","NONE","sn83035102",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1446",2035,17203,"Belmont chronicle ","None, NONE","9/11/1856","St. Clairsville, Ohio",-80.90176,40.08032,"St. Clairsville","OH",1856,"seq-2","https://articleextractor.org/pages/17203/ohi_feste_ver01/sn85026241/1856/09/11/ed-1/seq-2/1","None","NONE","sn85026241",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1447",2036,17204,"The daily dispatch ","None, NONE","9/12/1856","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1856,"seq-1","https://articleextractor.org/pages/17204/vi_manowar_ver01/sn84024738/1856/09/12/ed-1/seq-1/1","None","NONE","sn84024738",NA,NA,NA,"N","1850s","Virginia","South","South"
"1448",2037,17205,"The weekly Portage sentinel ","None, NONE","9/18/1856","Ravenna, Ohio",-81.24205,41.157557,"Ravenna","OH",1856,"seq-4","https://articleextractor.org/pages/17205/ohi_gann_ver01/sn83035102/1856/09/18/ed-1/seq-4/1","None","NONE","sn83035102",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1449",2038,17207,"The daily dispatch ","None, NONE","9/18/1856","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1856,"seq-1","https://articleextractor.org/pages/17207/vi_manowar_ver01/sn84024738/1856/09/18/ed-1/seq-1/1","None","NONE","sn84024738",NA,NA,NA,"N","1850s","Virginia","South","South"
"1450",2039,17208,"The daily dispatch ","None, NONE","9/24/1856","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1856,"seq-2","https://articleextractor.org/pages/17208/vi_manowar_ver01/sn84024738/1856/09/24/ed-1/seq-2/1","None","NONE","sn84024738",NA,NA,NA,"N","1850s","Virginia","South","South"
"1451",2040,17209,"The weekly Portage sentinel ","None, NONE","9/25/1856","Ravenna, Ohio",-81.24205,41.157557,"Ravenna","OH",1856,"seq-4","https://articleextractor.org/pages/17209/ohi_gann_ver01/sn83035102/1856/09/25/ed-1/seq-4/1","None","NONE","sn83035102",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1452",2041,17211,"The weekly Portage sentinel ","None, NONE","10/2/1856","Ravenna, Ohio",-81.24205,41.157557,"Ravenna","OH",1856,"seq-4","https://articleextractor.org/pages/17211/ohi_gann_ver01/sn83035102/1856/10/02/ed-1/seq-4/1","None","NONE","sn83035102",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1453",2042,17212,"Richmond daily Whig ","Wirt County, WV","10/10/1856","Richmond, Virginia",-77.43605,37.540725,"Richmond","VA",1856,"seq-3","https://articleextractor.org/pages/17212/vi_balikun_ver01/sn84024656/1856/10/10/ed-1/seq-3/1","Wirt County","WV","sn84024656",-81.383933,39.043609,238,"N","1850s","Virginia","South","South"
"1454",2044,17220,"Wheeling daily intelligencer ","Waco, TX","5/1/1857","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1857,"seq-2","https://articleextractor.org/pages/17220/wvu_austria_ver01/sn86092535/1857/05/01/ed-1/seq-2/1","Waco","TX","sn86092535",-97.14667,31.549333,1091,"N","1850s","West Virginia","South","Border"
"1455",2045,17223,"Shepherdstown register ","Troy, KY","1/29/1859","Shepherdstown, West Virginia",-77.80416,39.4301,"Shepherdstown","WV",1859,"seq-2","https://articleextractor.org/pages/17223/wvu_antares_ver02/sn84026824/1859/01/29/ed-1/seq-2/1","Troy","KY","sn84026824",-84.270018,37.839333,366,"N","1850s","West Virginia","South","Border"
"1456",2046,17224,"Shepherdstown register ","None, NONE","10/15/1859","Shepherdstown, West Virginia",-77.80416,39.4301,"Shepherdstown","WV",1859,"seq-2","https://articleextractor.org/pages/17224/wvu_antares_ver02/sn84026824/1859/10/15/ed-1/seq-2/1","None","NONE","sn84026824",NA,NA,NA,"N","1850s","West Virginia","South","Border"
"1457",2047,17225,"Shepherdstown register ","None, NONE","2/25/1860","Shepherdstown, West Virginia",-77.80416,39.4301,"Shepherdstown","WV",1860,"seq-2","https://articleextractor.org/pages/17225/wvu_antares_ver02/sn84026824/1860/02/25/ed-1/seq-2/1","None","NONE","sn84026824",NA,NA,NA,"N","1860s","West Virginia","South","Border"
"1458",2048,17226,"Daily intelligencer ","None, NONE","4/27/1860","Wheeling, West Virginia",-80.72092,40.063962,"Wheeling","WV",1860,"seq-3","https://articleextractor.org/pages/17226/wvu_austria_ver01/sn84026845/1860/04/27/ed-1/seq-3/1","None","NONE","sn84026845",NA,NA,NA,"N","1860s","West Virginia","South","Border"
"1459",2050,17229,"Jackson advocate ","None, NONE","7/23/1949","Jackson, Mississippi",-90.18481,32.298757,"Jackson","MS",1949,"seq-5","https://articleextractor.org/pages/17229/msar_iron_ver01/sn79000083/1949/07/23/ed-1/seq-5/1","None","NONE","sn79000083",NA,NA,NA,"N","1940s","Mississippi","South","South"
"1460",2051,17231,"Auttaja ","None, NONE","6/22/1944","Ironwood, Michigan",-90.17101,46.45467,"Ironwood","MI",1944,"seq-7","https://articleextractor.org/pages/17231/mimtptc_jasper_ver01/sn93060356/1944/06/22/ed-1/seq-7/1","None","NONE","sn93060356",NA,NA,NA,"N","1940s","Michigan","North Central","North"
"1461",2052,17232,"The Chicago star. ","None, NONE","12/20/1947","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1947,"seq-11","https://articleextractor.org/pages/17232/iune_diamond_ver02/sn87062321/1947/12/20/ed-1/seq-11/1","None","NONE","sn87062321",NA,NA,NA,"N","1940s","Illinois","North Central","North"
"1462",2054,17235,"St. Paul recorder ","None, NONE","12/26/1947","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1947,"seq-4","https://articleextractor.org/pages/17235/mnhi_ekiden_ver02/sn83016804/1947/12/26/ed-1/seq-4/1","None","NONE","sn83016804",NA,NA,NA,"N","1940s","Minnesota","North Central","North"
"1463",2055,17237,"The Michigan chronicle ","None, NONE","9/22/1945","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1945,"seq-6","https://articleextractor.org/pages/17237/mimtptc_clare_ver03/sn83045324/1945/09/22/ed-1/seq-6/1","None","NONE","sn83045324",NA,NA,NA,"N","1940s","Michigan","North Central","North"
"1464",2056,17238,"Detroit evening times. ","Paris, Option 53","2/19/1945","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1945,"seq-1","https://articleextractor.org/pages/17238/mimtptc_inkster_ver01/sn88063294/1945/02/19/ed-1/seq-1/1","Paris","Option 53","sn88063294",2.352222,48.856614,3936,"N","1940s","Michigan","North Central","North"
"1465",2057,17239,"The Detroit tribune. ","None, NONE","1/15/1949","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1949,"seq-4","https://articleextractor.org/pages/17239/mimtptc_albion_ver01/sn92063852/1949/01/15/ed-1/seq-4/1","None","NONE","sn92063852",NA,NA,NA,"N","1940s","Michigan","North Central","North"
"1466",2058,17240,"Roanoke Rapids daily herald. ","None, NONE","10/6/1948","Roanoke Rapids, North Carolina",-77.65415,36.46154,"Roanoke Rapids","NC",1948,"seq-1","https://articleextractor.org/pages/17240/ncu_kale_ver01/sn91068749/1948/10/06/ed-1/seq-1/1","None","NONE","sn91068749",NA,NA,NA,"N","1940s","North Carolina","South","South"
"1467",2059,17241,"The Omaha guide ","None, NONE","8/14/1948","Omaha, Nebraska",-95.9345,41.256537,"Omaha","NE",1948,"seq-4","https://articleextractor.org/pages/17241/nbu_fourtusker_ver01/sn93062828/1948/08/14/ed-1/seq-4/1","None","NONE","sn93062828",NA,NA,NA,"N","1940s","Nebraska","North Central","Misc"
"1468",2060,17242,"The Chicago star. ","None, NONE","7/17/1948","Chicago, Illinois",-87.6298,41.878114,"Chicago","IL",1948,"seq-5","https://articleextractor.org/pages/17242/iune_diamond_ver02/sn87062321/1948/07/17/ed-1/seq-5/1","None","NONE","sn87062321",NA,NA,NA,"N","1940s","Illinois","North Central","North"
"1469",2061,17243,"The Chronicle-star combined with the Moss Point advertiser. ","None, NONE","7/2/1948","Pascagoula, Mississippi",-88.55613,30.365755,"Pascagoula","MS",1948,"seq-1","https://articleextractor.org/pages/17243/msar_nickel_ver01/sn87065528/1948/07/02/ed-1/seq-1/1","None","NONE","sn87065528",NA,NA,NA,"N","1940s","Mississippi","South","South"
"1470",2062,17255,"Minneapolis spokesman ","Monroe, GA","8/2/1946","Minneapolis, Minnesota",-93.26501,44.977753,"Minneapolis","MN",1946,"seq-3","https://articleextractor.org/pages/17255/mnhi_croquet_ver01/sn83025247/1946/08/02/ed-1/seq-3/1","Monroe","GA","sn83025247",-83.713229,33.794836,925,"N","1940s","Minnesota","North Central","North"
"1471",2063,17260,"The times-news ","Covington, TN","8/17/1937","Hendersonville, North Carolina",-82.46095,35.318728,"Hendersonville","NC",1937,"seq-1","https://articleextractor.org/pages/17260/ncu_endive_ver02/sn86063811/1937/08/17/ed-1/seq-1/1","Covington","TN","sn86063811",-89.646464,35.569966,405,"N","1930s","North Carolina","South","South"
"1472",2064,17265,"Henderson daily dispatch. ","None, NONE","7/23/1938","Henderson, North Carolina",-78.40269,36.327266,"Henderson","NC",1938,"seq-5","https://articleextractor.org/pages/17265/ncu_jordan_ver01/sn91068401/1938/07/23/ed-1/seq-5/1","None","NONE","sn91068401",NA,NA,NA,"N","1930s","North Carolina","South","South"
"1473",2065,17269,"The Michigan chronicle ","None, NONE","6/24/1939","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1939,"seq-13","https://articleextractor.org/pages/17269/mimtptc_clare_ver03/sn83045324/1939/06/24/ed-1/seq-13/1","None","NONE","sn83045324",NA,NA,NA,"N","1930s","Michigan","North Central","North"
"1474",2066,17271,"St. Paul recorder ","None, NONE","3/29/1940","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1940,"seq-2","https://articleextractor.org/pages/17271/mnhi_dodgeball_ver01/sn83016804/1940/03/29/ed-1/seq-2/1","None","NONE","sn83016804",NA,NA,NA,"N","1940s","Minnesota","North Central","North"
"1475",2067,17272,"St. Paul recorder ","None, NONE","8/16/1940","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1940,"seq-4","https://articleextractor.org/pages/17272/mnhi_dodgeball_ver01/sn83016804/1940/08/16/ed-1/seq-4/1","None","NONE","sn83016804",NA,NA,NA,"N","1940s","Minnesota","North Central","North"
"1476",2068,17273,"The Northwest enterprise ","None, NONE","12/6/1940","Seattle, Washington",-122.33285,47.606139,"Seattle","WA",1940,"seq-3","https://articleextractor.org/pages/17273/wa_canvasback_ver02/sn87093377/1940/12/06/ed-1/seq-3/1","None","NONE","sn87093377",NA,NA,NA,"N","1940s","Washington","West","Misc"
"1477",2069,17276,"The Detroit tribune. ","Texarkana, TX","7/25/1942","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1942,"seq-16","https://articleextractor.org/pages/17276/mimtptc_albion_ver01/sn92063852/1942/07/25/ed-1/seq-16/1","Texarkana","TX","sn92063852",-94.047688,33.425125,859,"N","1940s","Michigan","North Central","North"
"1478",2070,17277,"The Michigan chronicle ","NA, MS","11/7/1942","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1942,"seq-6","https://articleextractor.org/pages/17277/mimtptc_clare_ver03/sn83045324/1942/11/07/ed-1/seq-6/1",NA,"MS","sn83045324",NA,NA,NA,"N","1940s","Michigan","North Central","North"
"1479",2078,17280,"Minneapolis spokesman ","None, NONE","12/25/1942","Minneapolis, Minnesota",-93.26501,44.977753,"Minneapolis","MN",1942,"seq-2","https://articleextractor.org/pages/17280/mnhi_croquet_ver01/sn83025247/1942/12/25/ed-1/seq-2/1","None","NONE","sn83025247",NA,NA,NA,"N","1940s","Minnesota","North Central","North"
"1480",2079,17282,"The Michigan chronicle ","None, NONE","5/29/1943","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1943,"seq-6","https://articleextractor.org/pages/17282/mimtptc_clare_ver03/sn83045324/1943/05/29/ed-1/seq-6/1","None","NONE","sn83045324",NA,NA,NA,"N","1940s","Michigan","North Central","North"
"1481",2080,17283,"The Detroit tribune. ","None, NONE","7/10/1943","Detroit, Michigan",-83.04575,42.331427,"Detroit","MI",1943,"seq-9","https://articleextractor.org/pages/17283/mimtptc_albion_ver01/sn92063852/1943/07/10/ed-1/seq-9/1","None","NONE","sn92063852",NA,NA,NA,"N","1940s","Michigan","North Central","North"
"1482",2081,17284,"The people's voice ","None, NONE","9/10/1943","Helena, Montana",-112.03911,46.589145,"Helena","MT",1943,"seq-4","https://articleextractor.org/pages/17284/mthi_douglasfir_ver01/sn86075189/1943/09/10/ed-1/seq-4/1","None","NONE","sn86075189",NA,NA,NA,"N","1940s","Montana","West","Misc"
"1483",2082,17285,"Minneapolis spokesman ","None, NONE","2/18/1944","Minneapolis, Minnesota",-93.26501,44.977753,"Minneapolis","MN",1944,"seq-1","https://articleextractor.org/pages/17285/mnhi_croquet_ver01/sn83025247/1944/02/18/ed-1/seq-1/1","None","NONE","sn83025247",NA,NA,NA,"N","1940s","Minnesota","North Central","North"
"1484",2083,17286,"St. Paul recorder ","None, NONE","5/24/1946","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1946,"seq-4","https://articleextractor.org/pages/17286/mnhi_ekiden_ver02/sn83016804/1946/05/24/ed-1/seq-4/1","None","NONE","sn83016804",NA,NA,NA,"N","1940s","Minnesota","North Central","North"
"1485",2084,17287,"Henderson daily dispatch. ","Walton County, GA","7/31/1946","Henderson, North Carolina",-78.40269,36.327266,"Henderson","NC",1946,"seq-1","https://articleextractor.org/pages/17287/ncu_cotton_ver04/sn91068401/1946/07/31/ed-1/seq-1/1","Walton County","GA","sn91068401",-83.719914,33.770861,349,"N","1940s","North Carolina","South","South"
"1486",2085,17289,"St. Paul recorder ","None, NONE","8/30/1946","St. Paul, Minnesota",-93.08996,44.953703,"St. Paul","MN",1946,"seq-4","https://articleextractor.org/pages/17289/mnhi_ekiden_ver02/sn83016804/1946/08/30/ed-1/seq-4/1","None","NONE","sn83016804",NA,NA,NA,"N","1940s","Minnesota","North Central","North"
"1487",2089,17292,"The potters herald ","Orwinton, GA","6/30/1949","East Liverpool, Ohio",-80.57729,40.618676,"East Liverpool","OH",1949,"seq-6","https://articleextractor.org/pages/17292/ohi_jasmine_ver01/sn78000533/1949/06/30/ed-1/seq-6/1","Orwinton","GA","sn78000533",-83.172654,32.811259,559,"N","1940s","Ohio","North Central","North"
"1488",2090,17293,"Arizona tribune ","None, NONE","2/17/1961","Phoenix, Arizona",-112.07404,33.448377,"Phoenix","AZ",1961,"seq-2","https://articleextractor.org/pages/17293/az_campfiregoneout_ver03/sn84021918/1961/02/17/ed-1/seq-2/1","None","NONE","sn84021918",NA,NA,NA,"N","1960s","Arizona","West","Misc"
"1489",2091,17297,"Plymouth advertiser ","None, NONE","5/11/1855","Plymouth, Ohio",-82.66712,40.995611,"Plymouth","OH",1855,"seq-2","https://articleextractor.org/pages/17297/ohi_ingstad_ver01/sn86079046/1855/05/11/ed-1/seq-2/1","None","NONE","sn86079046",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1490",2092,17298,"Western Reserve chronicle ","None, NONE","5/9/1855","Warren, Ohio",-80.81842,41.237557,"Warren","OH",1855,"seq-2","https://articleextractor.org/pages/17298/ohi_ariel_ver02/sn84028385/1855/05/09/ed-1/seq-2/1","None","NONE","sn84028385",NA,NA,NA,"N","1850s","Ohio","North Central","North"
"1491",2093,17300,"Burlington free press ","None, NONE","5/4/1855","Burlington, Vermont",-73.21207,44.475882,"Burlington","VT",1855,"seq-2","https://articleextractor.org/pages/17300/vtu_adamant_ver01/sn84023127/1855/05/04/ed-1/seq-2/1","None","NONE","sn84023127",NA,NA,NA,"N","1850s","Vermont","Northeast","North"
"1492",2094,17301,"The daily dispatch ","New Orleans, LA","5/1/1855","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1855,"seq-1","https://articleextractor.org/pages/17301/vi_manowar_ver01/sn84024738/1855/05/01/ed-1/seq-1/1","New Orleans","LA","sn84024738",-90.071532,29.951066,895,"N","1850s","Virginia","South","South"
"1493",2095,17303,"Squatter sovereign ","None, NONE","4/24/1855","Atchison, Kansas",-95.12164,39.563052,"Atchison","KS",1855,"seq-2","https://articleextractor.org/pages/17303/khi_anthony_ver01/sn82015827/1855/04/24/ed-1/seq-2/1","None","NONE","sn82015827",NA,NA,NA,"N","1850s","Kansas","North Central","North"
"1494",2096,17304,"The daily dispatch ","New Orleans, LA","4/21/1855","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1855,"seq-1","https://articleextractor.org/pages/17304/vi_manowar_ver01/sn84024738/1855/04/21/ed-1/seq-1/1","New Orleans","LA","sn84024738",-90.071532,29.951066,895,"N","1850s","Virginia","South","South"
"1495",2097,17306,"New-York dispatch ","Oakland, CA","3/4/1855","New York , New York",-74.00597,40.712775,"New York ","NY",1855,"seq-7","https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364/1855/03/04/ed-1/seq-7/2","Oakland","CA","sn83030364",-122.271164,37.804351,2560,"N","1850s","New York","Northeast","North"
"1496",2098,17306,"New-York dispatch ","None, NONE","3/4/1855","New York , New York",-74.00597,40.712775,"New York ","NY",1855,"seq-7","https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364/1855/03/04/ed-1/seq-7/2","None","NONE","sn83030364",NA,NA,NA,"N","1850s","New York","Northeast","North"
"1497",2101,17310,"The daily dispatch ","None, NONE","12/29/1854","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1854,"seq-1","https://articleextractor.org/pages/17310/vi_manowar_ver01/sn84024738/1854/12/29/ed-1/seq-1/1","None","NONE","sn84024738",NA,NA,NA,"N","1850s","Virginia","South","South"
"1498",2102,17311,"Kansas weekly herald ","None, NONE","12/29/1854","Leavenworth, Kansas",-94.92794,39.310352,"Leavenworth","KS",1854,"seq-2","https://articleextractor.org/pages/17311/khi_anthony_ver01/sn85029297/1854/12/29/ed-1/seq-2/1","None","NONE","sn85029297",NA,NA,NA,"N","1850s","Kansas","North Central","North"
"1499",2106,17312,"The daily dispatch ","None, VA","12/15/1854","Richmond , Virginia",-77.43605,37.540725,"Richmond ","VA",1854,"seq-1","https://articleextractor.org/pages/17312/vi_manowar_ver01/sn84024738/1854/12/15/ed-1/seq-1/1","None","VA","sn84024738",-78.656894,37.431573,67,"Y","1850s","Virginia","South","South"
"1500",2107,17314,"Lynchburg daily Virginian ","None, VA","12/14/1854","Lynchburg , Virginia",-79.14225,37.413754,"Lynchburg ","VA",1854,"seq-2","https://articleextractor.org/pages/17314/vi_exmoor_ver01/sn85034360/1854/12/14/ed-1/seq-2/2","None","VA","sn85034360",-78.656894,37.431573,27,"Y","1850s","Virginia","South","South"
"1501",2108,17315,"The Middlebury register ","None, NONE","10/25/1854","Middlebury, Vermont",-73.16734,44.015337,"Middlebury","VT",1854,"seq-1","https://articleextractor.org/pages/17315/vtu_irasburg_ver01/sn83025667/1854/10/25/ed-1/seq-1/1","None","NONE","sn83025667",NA,NA,NA,"N","1850s","Vermont","Northeast","North"
"1502",2109,17317,"New-York dispatch ","None, NONE","7/30/1854","New York , New York",-74.00597,40.712775,"New York ","NY",1854,"seq-4","https://articleextractor.org/pages/17317/dlc_dunbar_ver01/sn83030364/1854/07/30/ed-1/seq-4/1","None","NONE","sn83030364",NA,NA,NA,"N","1850s","New York","Northeast","North"
"1503",2110,17318,"The Kalida venture ","Natchez, MS","3/3/1854","Kalida, Ohio",-84.19939,40.982829,"Kalida","OH",1854,"seq-2","https://articleextractor.org/pages/17318/ohi_fu_ver01/sn85038078/1854/03/03/ed-1/seq-2/1","Natchez","MS","sn85038078",-91.403171,31.560444,765,"N","1850s","Ohio","North Central","North"
"1504",2112,17320,"The Ohio star ","Natchez, MS","2/15/1854","Ravenna, Ohio",-81.24205,41.157557,"Ravenna","OH",1854,"seq-3","https://articleextractor.org/pages/17320/ohi_fu_ver01/sn83035044/1854/02/15/ed-1/seq-3/1","Natchez","MS","sn83035044",-91.403171,31.560444,871,"N","1850s","Ohio","North Central","North"
"1505",2113,17321,"Republican vindicator ","None, NONE","1/30/1854","Staunton, Virginia",-79.0717,38.149576,"Staunton","VA",1854,"seq-1","https://articleextractor.org/pages/17321/vi_klepper_ver02/sn84024652/1854/01/30/ed-1/seq-1/1","None","NONE","sn84024652",NA,NA,NA,"N","1850s","Virginia","South","South"
"1506",2115,17324,"The Santa Fe weekly gazette ","None, NONE","11/19/1853","Santa Fe, New Mexico",-105.9378,35.686975,"Santa Fe","NM",1853,"seq-2","https://articleextractor.org/pages/17324/nmu_coyote_ver02/sn84022165/1853/11/19/ed-1/seq-2/1","None","NONE","sn84022165",NA,NA,NA,"N","1850s","New Mexico","West","Misc"
