"","X","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"1263",5032,5032,5032,5031,"1854-01-24","Richmond enquirer","Richmond","Va","https://articleextractor.org/pages//5031/vi_chanel_ver01/sn84024735/1854/01/24/ed-1/seq-4/0?user_id=6","sn84024735",1854,1,24,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"1264",5036,5036,5036,5035,"1841-06-14","Daily Richmond Whig","Richmond","Va 1840-1842","https://articleextractor.org/pages//5035/vi_appaloosa_ver01/sn85026768/1841/06/14/ed-1/seq-1/0?user_id=6","sn85026768",1841,6,14,"ed-1","Richmond,  Va 1840-1842",0,"2023-08-20 01:27:02",0,1,0,1,1,"Mohamed Salama","VA"
"1265",5037,5037,5037,5036,"1872-01-05","Nashville union and American","Nashville","Tenn 1868-1875","https://articleextractor.org/pages//5036/tu_elvis_ver01/sn85033699/1872/01/05/ed-1/seq-2/0?user_id=6","sn85033699",1872,1,5,"ed-1","Nashville,  Tenn 1868-1875",0,"2023-08-20 01:29:04",0,1,0,0,1,"Mohamed Salama","TN"
"1266",5040,5040,5040,5039,"1872-10-31","The Sweetwater enterprise.","Sweetwater","Ten","https://articleextractor.org/pages//5039/tu_arthur_ver01/sn89058302/1872/10/31/ed-1/seq-1/0?user_id=6","sn89058302",1872,10,31,"ed-1","Sweetwater,  Ten",0,"2023-08-20 01:34:25",0,1,0,0,1,"Mohamed Salama","TN"
"1267",5042,5042,5042,5041,"1872-11-07","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5041/tu_bonnielou_ver01/sn83045160/1872/11/07/ed-1/seq-1/0?user_id=6","sn83045160",1872,11,7,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1268",5049,5049,5049,5048,"1874-06-04","The Pulaski citizen","Pulaski","Tenn","https://articleextractor.org/pages//5048/tu_jethro_ver01/sn85033964/1874/06/04/ed-1/seq-3/0?user_id=6","sn85033964",1874,6,4,"ed-1","Pulaski,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1269",5057,5057,5057,5056,"1837-11-24","Canton herald.","Canton","Miss","https://articleextractor.org/pages//5056/msar_cloudchaser_ver01/sn86053970/1837/11/24/ed-1/seq-3/0?user_id=6","sn86053970",1837,11,24,"ed-1","Canton,  Miss",0,"2023-08-20 01:46:10",0,1,0,0,1,"Mohamed Salama","MS"
"1270",5060,5060,5060,5059,"1841-03-01","Daily Richmond Whig","Richmond","Va 1840-1842","https://articleextractor.org/pages//5059/vi_appaloosa_ver01/sn85026768/1841/03/01/ed-1/seq-3/0?user_id=6","sn85026768",1841,3,1,"ed-1","Richmond,  Va 1840-1842",0,"2023-08-20 01:47:36",0,1,0,0,1,"Mohamed Salama","VA"
"1271",5065,5065,5065,5064,"1872-08-22","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5064/tu_bonnielou_ver01/sn83045160/1872/08/22/ed-1/seq-1/0?user_id=6","sn83045160",1872,8,22,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1272",5066,5066,5066,5065,"1837-07-19","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5065/vi_aquasox_ver01/sn85025007/1837/07/19/ed-1/seq-2/0?user_id=6","sn85025007",1837,7,19,"ed-1","Alexandria,  D.C",0,"2023-03-21 15:27:31",0,1,0,0,0,"null","DC"
"1273",5070,5070,5070,5069,"1868-03-27","Nashville union and dispatch","Nashville","Tenn","https://articleextractor.org/pages//5069/tu_elvis_ver01/sn85038521/1868/03/27/ed-1/seq-2/0?user_id=6","sn85038521",1868,3,27,"ed-1","Nashville,  Tenn",0,"2023-09-06 01:32:31",0,1,0,0,7,"Adriana Navarro","TN"
"1274",5072,5072,5072,5071,"1871-08-10","New national era","Washington","D.C","https://articleextractor.org/pages//5071/dlc_elf_ver03/sn84026753/1871/08/10/ed-1/seq-2/0?user_id=6","sn84026753",1871,8,10,"ed-1","Washington,  D.C",0,"2023-09-06 01:40:49",0,1,0,0,7,"Adriana Navarro","DC"
"1275",5080,5080,5080,5079,"1838-12-05","Southern telegraph.","Rodney","Miss","https://articleextractor.org/pages//5079/msar_kingsombra_ver01/sn87065592/1838/12/05/ed-1/seq-2/0?user_id=6","sn87065592",1838,12,5,"ed-1","Rodney,  Miss",0,"2023-03-21 16:02:53",0,1,0,0,0,"null","MS"
"1276",5082,5082,5082,5081,"1857-01-03","Semi-weekly standard","Raleigh","N.C","https://articleextractor.org/pages//5081/ncu_broad_ver01/sn83045450/1857/01/03/ed-1/seq-3/0?user_id=6","sn83045450",1857,1,3,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"1277",5088,5088,5088,5087,"1862-10-19","The daily bulletin","Winchester","Ten","https://articleextractor.org/pages//5087/tu_arthur_ver01/sn85038523/1862/10/19/ed-1/seq-1/0?user_id=6","sn85038523",1862,10,19,"ed-1","Winchester,  Ten",0,"2023-09-06 02:00:33",0,1,0,0,7,"Adriana Navarro","TN"
"1278",5091,5091,5091,5090,"1856-12-30","Richmond enquirer","Richmond","Va","https://articleextractor.org/pages//5090/vi_chanel_ver01/sn84024735/1856/12/30/ed-1/seq-4/0?user_id=6","sn84024735",1856,12,30,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"1279",5093,5093,5093,5092,"1861-01-18","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5092/vi_dior_ver01/sn85025007/1861/01/18/ed-1/seq-2/0?user_id=6","sn85025007",1861,1,18,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1280",5097,5097,5097,5096,"1860-09-25","Newbern weekly progress","Newbern","N.C","https://articleextractor.org/pages//5096/ncu_cane_ver01/sn84026547/1860/09/25/ed-1/seq-4/0?user_id=6","sn84026547",1860,9,25,"ed-1","Newbern,  N.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","NC"
"1281",5103,5103,5103,5102,"1857-01-10","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5102/vi_drive_ver01/sn85025007/1857/01/10/ed-1/seq-2/0?user_id=6","sn85025007",1857,1,10,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1282",5107,5107,5107,5106,"1857-10-09","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5106/vi_drive_ver01/sn85025007/1857/10/09/ed-1/seq-1/0?user_id=6","sn85025007",1857,10,9,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1283",5114,5114,5114,5113,"1863-03-31","Richmond Whig","Richmond","Va","https://articleextractor.org/pages//5113/vi_hanoverian_ver01/sn84024669/1863/03/31/ed-1/seq-1/0?user_id=6","sn84024669",1863,3,31,"ed-1","Richmond,  Va",0,"2023-09-07 17:51:24",0,1,0,0,7,"Adriana Navarro","VA"
"1284",5116,5116,5116,5115,"1856-07-09","Spirit of the age","Raleigh","N.C","https://articleextractor.org/pages//5115/ncu_black_ver02/sn84026561/1856/07/09/ed-1/seq-3/0?user_id=6","sn84026561",1856,7,9,"ed-1","Raleigh,  N.C",0,"2023-09-07 17:55:55",0,1,0,0,7,"Adriana Navarro","NC"
"1285",5125,5125,5125,5124,"1883-08-14","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5124/tu_ernie_ver01/sn83045160/1883/08/14/ed-1/seq-1/0?user_id=6","sn83045160",1883,8,14,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1286",5129,5129,5129,5128,"1883-02-10","The Grenada sentinel","Grenada","Miss","https://articleextractor.org/pages//5128/msar_eyelet_ver02/sn85034375/1883/02/10/ed-1/seq-2/0?user_id=6","sn85034375",1883,2,10,"ed-1","Grenada,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"1287",5131,5131,5131,5130,"1859-10-08","Richmond daily Whig","Richmond","Va","https://articleextractor.org/pages//5130/vi_balikun_ver01/sn84024656/1859/10/08/ed-1/seq-2/0?user_id=6","sn84024656",1859,10,8,"ed-1","Richmond,  Va",0,"2023-03-13 00:16:03",0,1,0,0,0,"null","VA"
"1288",5132,5132,5132,5131,"1859-03-25","Nashville patriot","Nashville","Tenn","https://articleextractor.org/pages//5131/tu_kitty_ver01/sn85033711/1859/03/25/ed-1/seq-3/0?user_id=6","sn85033711",1859,3,25,"ed-1","Nashville,  Tenn",0,"2023-03-13 00:15:49",0,1,0,0,0,"null","TN"
"1289",5133,5133,5133,5132,"1859-01-24","Nashville patriot","Nashville","Tenn","https://articleextractor.org/pages//5132/tu_kitty_ver01/sn85033711/1859/01/24/ed-1/seq-2/0?user_id=6","sn85033711",1859,1,24,"ed-1","Nashville,  Tenn",0,"2023-09-07 19:02:11",0,1,0,0,7,"Adriana Navarro","TN"
"1290",5140,5140,5140,5139,"1883-04-28","St. Landry democrat.","Opelousas","La","https://articleextractor.org/pages//5139/lu_blastoise_ver01/sn88064537/1883/04/28/ed-1/seq-2/0?user_id=6","sn88064537",1883,4,28,"ed-1","Opelousas,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1291",5143,5143,5143,5142,"1860-06-20","New Orleans daily crescent",NA,"L","https://articleextractor.org/pages//5142/lu_qualchan_ver01/sn82015753/1860/06/20/ed-1/seq-1/0?user_id=6","sn82015753",1860,6,20,"ed-1",",  L",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1292",5144,5144,5144,5143,"1860-05-01","Newbern weekly progress","Newbern","N.C","https://articleextractor.org/pages//5143/ncu_price_ver01/sn84026547/1860/05/01/ed-1/seq-2/0?user_id=6","sn84026547",1860,5,1,"ed-1","Newbern,  N.C",0,"2023-09-07 23:40:13",0,1,0,0,7,"Adriana Navarro","NC"
"1293",5146,5146,5146,5145,"1852-05-26","The Hillsborough recorder","Hillsborough","N","https://articleextractor.org/pages//5145/ncu_hawk_ver02/sn84026472/1852/05/26/ed-1/seq-3/0?user_id=6","sn84026472",1852,5,26,"ed-1","Hillsborough,  N",0,"2023-06-18 21:24:28",0,1,0,0,0,"null","NC"
"1294",5149,5149,5149,5148,"1860-11-21","Richmond daily Whig","Richmond","Va","https://articleextractor.org/pages//5148/vi_hanoverian_ver01/sn84024656/1860/11/21/ed-1/seq-2/0?user_id=6","sn84024656",1860,11,21,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"1295",5150,5150,5150,5149,"1884-10-24","Staunton vindicator","Staunton","Va","https://articleextractor.org/pages//5149/vi_lippizaner_ver01/sn84024653/1884/10/24/ed-1/seq-2/0?user_id=6","sn84024653",1884,10,24,"ed-1","Staunton,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"1296",5152,5152,5152,5151,"1883-01-25","Evening star","Washington","D.C","https://articleextractor.org/pages//5151/dlc_newfoundland_ver04/sn83045462/1883/01/25/ed-1/seq-1/0?user_id=6","sn83045462",1883,1,25,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1297",5160,5160,5160,5159,"1882-03-15","The Waco daily examiner","Waco","Tex","https://articleextractor.org/pages//5159/txdn_kilo_ver02/sn84022109/1882/03/15/ed-1/seq-4/0?user_id=6","sn84022109",1882,3,15,"ed-1","Waco,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"1298",5166,5166,5166,5165,"1882-09-02","The Milan exchange.","Milan","Gibson C","https://articleextractor.org/pages//5165/tu_isaac_ver01/sn86053488/1882/09/02/ed-1/seq-6/0?user_id=6","sn86053488",1882,9,2,"ed-1","Milan,  Gibson C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1299",5167,5167,5167,5166,"1883-06-28","Evening star","Washington","D.C","https://articleextractor.org/pages//5166/dlc_newfoundland_ver04/sn83045462/1883/06/28/ed-1/seq-5/0?user_id=6","sn83045462",1883,6,28,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1300",5173,5173,5173,5172,"1858-12-28","New Orleans daily crescent",NA,"L","https://articleextractor.org/pages//5172/lu_qualchan_ver01/sn82015753/1858/12/28/ed-1/seq-3/0?user_id=6","sn82015753",1858,12,28,"ed-1",",  L",0,"2023-03-13 00:19:18",0,1,0,0,0,"null","LA"
"1301",5175,5175,5175,5174,"1882-05-04","Knoxville daily chronicle","Knoxville","Tenn","https://articleextractor.org/pages//5174/tu_kay_ver01/sn85033437/1882/05/04/ed-1/seq-1/0?user_id=6","sn85033437",1882,5,4,"ed-1","Knoxville,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1302",5186,5186,5186,5185,"1864-04-26","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5185/tu_bonnielou_ver01/sn83045160/1864/04/26/ed-1/seq-1/0?user_id=6","sn83045160",1864,4,26,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1303",5189,5189,5189,5188,"1883-11-18","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5188/tu_ernie_ver01/sn83045160/1883/11/18/ed-1/seq-1/0?user_id=6","sn83045160",1883,11,18,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1304",5196,5196,5196,5195,"1847-06-02","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5195/vi_emeralds_ver02/sn85025007/1847/06/02/ed-1/seq-2/0?user_id=6","sn85025007",1847,6,2,"ed-1","Alexandria,  D.C",0,"2023-04-03 06:30:14",0,1,0,0,0,"null","DC"
"1305",5201,5201,5201,5200,"1860-03-03","Richmond daily Whig","Richmond","Va","https://articleextractor.org/pages//5200/vi_balikun_ver01/sn84024656/1860/03/03/ed-1/seq-1/0?user_id=6","sn84024656",1860,3,3,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"1306",5202,5202,5202,5201,"1864-03-10","Evening star","Washington","D.C","https://articleextractor.org/pages//5201/dlc_alf_ver01/sn83045462/1864/03/10/ed-1/seq-2/0?user_id=6","sn83045462",1864,3,10,"ed-1","Washington,  D.C",0,"2023-03-12 23:30:19",0,1,0,0,0,"null","DC"
"1307",5216,5216,5216,5215,"1860-01-24","Richmond daily Whig","Richmond","Va","https://articleextractor.org/pages//5215/vi_balikun_ver01/sn84024656/1860/01/24/ed-1/seq-3/0?user_id=6","sn84024656",1860,1,24,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"1308",5220,5220,5220,5219,"1859-11-02","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5219/vi_dior_ver01/sn85025007/1859/11/02/ed-1/seq-2/0?user_id=6","sn85025007",1859,11,2,"ed-1","Alexandria,  D.C",0,"2023-03-13 00:16:15",0,1,0,0,0,"null","DC"
"1309",5224,5224,5224,5223,"1884-05-02","Evening star","Washington","D.C","https://articleextractor.org/pages//5223/dlc_newfoundland_ver04/sn83045462/1884/05/02/ed-1/seq-3/0?user_id=6","sn83045462",1884,5,2,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1310",5232,5232,5232,5231,"1848-04-19","The daily crescent",NA,"L","https://articleextractor.org/pages//5231/lu_diglett_ver01/sn82015378/1848/04/19/ed-1/seq-3/0?user_id=6","sn82015378",1848,4,19,"ed-1",",  L",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1311",5234,5234,5234,5233,"1860-11-20","Nashville union and American","Nashville","Tenn 1853-1862","https://articleextractor.org/pages//5233/tu_dolly_ver01/sn85038518/1860/11/20/ed-1/seq-3/0?user_id=6","sn85038518",1860,11,20,"ed-1","Nashville,  Tenn 1853-1862",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1312",5241,5241,5241,5240,"1881-12-03","The Milan exchange.","Milan","Gibson C","https://articleextractor.org/pages//5240/tu_isaac_ver01/sn86053488/1881/12/03/ed-1/seq-2/0?user_id=6","sn86053488",1881,12,3,"ed-1","Milan,  Gibson C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1313",5242,5242,5242,5241,"1882-01-12","Brenham weekly banner","Brenham","Tex","https://articleextractor.org/pages//5241/txdn_argentina_ver01/sn86089443/1882/01/12/ed-1/seq-2/0?user_id=6","sn86089443",1882,1,12,"ed-1","Brenham,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"1314",5246,5246,5246,5245,"1884-02-22","Evening star","Washington","D.C","https://articleextractor.org/pages//5245/dlc_newfoundland_ver04/sn83045462/1884/02/22/ed-1/seq-1/0?user_id=6","sn83045462",1884,2,22,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1315",5249,5249,5249,5248,"1881-08-28","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5248/tu_charlie_ver01/sn83045160/1881/08/28/ed-1/seq-2/0?user_id=6","sn83045160",1881,8,28,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1316",5255,5255,5255,5254,"1882-08-19","Huntsville gazette","Huntsville","Ala","https://articleextractor.org/pages//5254/au_inman_ver01/sn84020151/1882/08/19/ed-1/seq-3/0?user_id=6","sn84020151",1882,8,19,"ed-1","Huntsville,  Ala",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AL"
"1317",5258,5258,5258,5257,"1884-10-11","The Southern herald.","Liberty","Miss","https://articleextractor.org/pages//5257/msar_minuette_ver01/sn87007277/1884/10/11/ed-1/seq-2/0?user_id=6","sn87007277",1884,10,11,"ed-1","Liberty,  Miss",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","MS"
"1318",5263,5263,5263,5262,"1865-04-19","Richmond Whig","Richmond","Va","https://articleextractor.org/pages//5262/vi_balikun_ver01/sn84024669/1865/04/19/ed-1/seq-5/0?user_id=6","sn84024669",1865,4,19,"ed-1","Richmond,  Va",0,"2023-09-17 14:53:43",0,1,0,0,7,"Adriana Navarro","VA"
"1319",5268,5268,5268,5267,"1870-02-19","The Opelousas courier","Opelousas","La","https://articleextractor.org/pages//5267/lu_lenin_ver01/sn83026389/1870/02/19/ed-2/seq-2/0?user_id=6","sn83026389",1870,2,19,"ed-2","Opelousas,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1320",5270,5270,5270,5269,"1865-07-25","The Norfolk post","Norfolk","Va","https://articleextractor.org/pages//5269/vi_eclipse_ver01/sn85038624/1865/07/25/ed-1/seq-2/0?user_id=6","sn85038624",1865,7,25,"ed-1","Norfolk,  Va",0,"2023-09-17 16:16:26",0,1,0,0,7,"Adriana Navarro","VA"
"1321",5274,5274,5274,5273,"1874-06-04","Shenandoah herald","Woodstock","Va","https://articleextractor.org/pages//5273/vi_jennet_ver02/sn85026941/1874/06/04/ed-1/seq-2/0?user_id=6","sn85026941",1874,6,4,"ed-1","Woodstock,  Va",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","VA"
"1322",5275,5275,5275,5274,"1883-12-12","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5274/tu_ernie_ver01/sn83045160/1883/12/12/ed-1/seq-1/0?user_id=6","sn83045160",1883,12,12,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1323",5279,5279,5279,5278,"1884-10-17","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5278/vi_hilfiger_ver01/sn85025007/1884/10/17/ed-1/seq-2/0?user_id=6","sn85025007",1884,10,17,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1324",5282,5282,5282,5281,"1870-06-01","The Planters' banner","Franklin","Attak","https://articleextractor.org/pages//5281/lu_gonne_ver01/sn86053688/1870/06/01/ed-1/seq-3/0?user_id=6","sn86053688",1870,6,1,"ed-1","Franklin,  Attak",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1325",5292,5292,5292,5291,"1881-07-21","The Dallas weekly herald","Dallas","Tex","https://articleextractor.org/pages//5291/txdn_eagle_ver01/sn84022279/1881/07/21/ed-1/seq-1/0?user_id=6","sn84022279",1881,7,21,"ed-1","Dallas,  Tex",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TX"
"1326",5299,5299,5299,5298,"1878-01-03","Evening star","Washington","D.C","https://articleextractor.org/pages//5298/dlc_mastiff_ver01/sn83045462/1878/01/03/ed-1/seq-2/0?user_id=6","sn83045462",1878,1,3,"ed-1","Washington,  D.C",0,"2023-09-21 18:50:19",0,1,0,0,7,"Adriana Navarro","DC"
"1327",5300,5300,5300,5299,"1878-03-26","The New Orleans daily Democrat","New Orleans","La","https://articleextractor.org/pages//5299/lu_nejat_ver01/sn83026413/1878/03/26/ed-1/seq-1/0?user_id=6","sn83026413",1878,3,26,"ed-1","New Orleans,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1328",5304,5304,5304,5303,"1877-08-15","The New Orleans daily Democrat","New Orleans","La","https://articleextractor.org/pages//5303/lu_nejat_ver01/sn83026413/1877/08/15/ed-1/seq-2/0?user_id=6","sn83026413",1877,8,15,"ed-1","New Orleans,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1329",5310,5310,5310,5309,"1878-03-24","The New Orleans daily Democrat","New Orleans","La","https://articleextractor.org/pages//5309/lu_nejat_ver01/sn83026413/1878/03/24/ed-1/seq-1/0?user_id=6","sn83026413",1878,3,24,"ed-1","New Orleans,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1330",5314,5314,5314,5313,"1883-07-06","Public ledger","Memphis","Tenn","https://articleextractor.org/pages//5313/tu_brownie_ver01/sn85033673/1883/07/06/ed-1/seq-1/0?user_id=6","sn85033673",1883,7,6,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","TN"
"1331",5329,5329,5329,5328,"1883-11-17","The Lake Charles echo","Lake Charles","P","https://articleextractor.org/pages//5328/lu_lapras_ver01/sn86053696/1883/11/17/ed-1/seq-2/0?user_id=6","sn86053696",1883,11,17,"ed-1","Lake Charles,  P",0,"2023-09-23 12:27:56",0,1,0,0,7,"Adriana Navarro","LA"
"1332",5330,5330,5330,5329,"1882-07-13","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5329/vi_gabbana_ver01/sn85025007/1882/07/13/ed-1/seq-2/0?user_id=6","sn85025007",1882,7,13,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1333",5334,5334,5334,5333,"1882-06-17","Charlotte messenger","Charlotte","Meck","https://articleextractor.org/pages//5333/ncu_jordan_ver01/sn91068242/1882/06/17/ed-1/seq-4/0?user_id=6","sn91068242",1882,6,17,"ed-1","Charlotte,  Meck",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1334",5336,5336,5336,5335,"1882-08-12","Knoxville daily chronicle","Knoxville","Tenn","https://articleextractor.org/pages//5335/tu_kay_ver01/sn85033437/1882/08/12/ed-1/seq-1/0?user_id=6","sn85033437",1882,8,12,"ed-1","Knoxville,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1335",5339,5339,5339,5338,"1878-11-29","Evening star","Washington","D.C","https://articleextractor.org/pages//5338/dlc_newfoundland_ver04/sn83045462/1878/11/29/ed-1/seq-3/0?user_id=6","sn83045462",1878,11,29,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1336",5340,5340,5340,5339,"1882-09-02","St. Landry democrat.","Opelousas","La","https://articleextractor.org/pages//5339/lu_blastoise_ver01/sn88064537/1882/09/02/ed-1/seq-2/0?user_id=6","sn88064537",1882,9,2,"ed-1","Opelousas,  La",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
"1337",5343,5343,5343,5342,"1878-08-03","Evening star","Washington","D.C","https://articleextractor.org/pages//5342/dlc_otterhound_ver01/sn83045462/1878/08/03/ed-1/seq-1/0?user_id=6","sn83045462",1878,8,3,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1338",5347,5347,5347,5346,"1881-09-21","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5346/vi_gabbana_ver01/sn85025007/1881/09/21/ed-1/seq-2/0?user_id=6","sn85025007",1881,9,21,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1339",5350,5350,5350,5349,"1882-06-19","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5349/vi_gabbana_ver01/sn85025007/1882/06/19/ed-1/seq-2/0?user_id=6","sn85025007",1882,6,19,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1340",5353,5353,5353,5352,"1883-10-30","Staunton spectator","Staunton","Va","https://articleextractor.org/pages//5352/vi_kelso_ver01/sn84024718/1883/10/30/ed-1/seq-1/0?user_id=6","sn84024718",1883,10,30,"ed-1","Staunton,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1341",5357,5357,5357,5356,"1883-08-22","The clarion","Jackson","Miss","https://articleextractor.org/pages//5356/msar_eiffel_ver02/sn83016925/1883/08/22/ed-1/seq-3/0?user_id=6","sn83016925",1883,8,22,"ed-1","Jackson,  Miss",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","MS"
"1342",5368,5368,5368,5367,"1881-07-15","The Dallas daily herald","Dallas","Tex","https://articleextractor.org/pages//5367/txdn_chevy_ver01/sn83025733/1881/07/15/ed-1/seq-3/0?user_id=6","sn83025733",1881,7,15,"ed-1","Dallas,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1343",5372,5372,5372,5371,"1877-05-03","The weekly democratic statesman","Austin","Tex","https://articleextractor.org/pages//5371/txdn_audi_ver01/sn83021327/1877/05/03/ed-1/seq-3/0?user_id=6","sn83021327",1877,5,3,"ed-1","Austin,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1344",5374,5374,5374,5373,"1876-11-11","The weekly Thibodaux sentinel and journal of the 8th Senatorial District","Thibodaux","Lna.","https://articleextractor.org/pages//5373/lu_flareon_ver01/sn88064492/1876/11/11/ed-1/seq-1/0?user_id=6","sn88064492",1876,11,11,"ed-1","Thibodaux,  Lna.",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
"1345",5378,5378,5378,5377,"1896-12-31","Warren sheaf","Warren","Marshal","https://articleextractor.org/pages//5377/mnhi_orr_ver01/sn90059228/1896/12/31/ed-1/seq-2/0?user_id=6","sn90059228",1896,12,31,"ed-1","Warren,  Marshal",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","MS"
"1346",5381,5381,5381,5380,"1877-07-28","The Opelousas journal","Opelousas","La","https://articleextractor.org/pages//5380/lu_blastoise_ver01/sn86079077/1877/07/28/ed-1/seq-2/0?user_id=6","sn86079077",1877,7,28,"ed-1","Opelousas,  La",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
