"","X","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"1347",5382,5382,5382,5381,"1876-08-19","Clarksville weekly chronicle.","Clarksville","Te","https://articleextractor.org/pages//5381/tu_jimmy_ver02/sn88061082/1876/08/19/ed-1/seq-3/0?user_id=6","sn88061082",1876,8,19,"ed-1","Clarksville,  Te",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1348",5387,5387,5387,5386,"1884-09-25","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5386/vi_hilfiger_ver01/sn85025007/1884/09/25/ed-1/seq-2/0?user_id=6","sn85025007",1884,9,25,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1349",5389,5389,5389,5388,"1878-03-29","Staunton vindicator","Staunton","Va","https://articleextractor.org/pages//5388/vi_klepper_ver02/sn84024653/1878/03/29/ed-1/seq-2/0?user_id=6","sn84024653",1878,3,29,"ed-1","Staunton,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1350",5395,5395,5395,5394,"1878-08-24","Evening star","Washington","D.C","https://articleextractor.org/pages//5394/dlc_newfoundland_ver04/sn83045462/1878/08/24/ed-1/seq-4/0?user_id=6","sn83045462",1878,8,24,"ed-1","Washington,  D.C",0,"2023-09-06 12:22:09",0,1,0,0,1,"Mohamed Salama","DC"
"1351",5405,5405,5405,5404,"1877-08-01","The Louisiana Democrat","Alexandria","La","https://articleextractor.org/pages//5404/lu_beast_ver01/sn82003389/1877/08/01/ed-1/seq-3/0?user_id=6","sn82003389",1877,8,1,"ed-1","Alexandria,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1352",5407,5407,5407,5406,"1897-06-17","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//5406/ncu_ford_ver02/sn85042104/1897/06/17/ed-1/seq-1/0?user_id=6","sn85042104",1897,6,17,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1353",5413,5413,5413,5412,"1897-12-02","The Austin weekly statesman.","Austin","Tex","https://articleextractor.org/pages//5412/txdn_audi_ver01/sn86088296/1897/12/02/ed-1/seq-12/0?user_id=6","sn86088296",1897,12,2,"ed-1","Austin,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1354",5414,5414,5414,5413,"1897-08-26","The gold leaf","Henderson","N.C","https://articleextractor.org/pages//5413/ncu_haw_ver01/sn91068402/1897/08/26/ed-1/seq-2/0?user_id=6","sn91068402",1897,8,26,"ed-1","Henderson,  N.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1355",5419,5419,5419,5418,"1880-02-10","The New Orleans daily Democrat","New Orleans","La","https://articleextractor.org/pages//5418/lu_omahoney_ver01/sn83026413/1880/02/10/ed-1/seq-1/0?user_id=6","sn83026413",1880,2,10,"ed-1","New Orleans,  La",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
"1356",5421,5421,5421,5420,"1897-02-14","The news & observer","Raleigh","N.C","https://articleextractor.org/pages//5420/ncu_ford_ver02/sn85042104/1897/02/14/ed-1/seq-5/0?user_id=6","sn85042104",1897,2,14,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1357",5425,5425,5425,5424,"1877-08-11","Evening star","Washington","D.C","https://articleextractor.org/pages//5424/dlc_mastiff_ver01/sn83045462/1877/08/11/ed-1/seq-4/0?user_id=6","sn83045462",1877,8,11,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1358",5427,5427,5427,5426,"1875-07-15","Nashville union and American","Nashville","Tenn 1868-1875","https://articleextractor.org/pages//5426/tu_furry_ver01/sn85033699/1875/07/15/ed-1/seq-1/0?user_id=6","sn85033699",1875,7,15,"ed-1","Nashville,  Tenn 1868-1875",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1359",5428,5428,5428,5427,"1875-10-29","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5427/tu_chet_ver01/sn83045160/1875/10/29/ed-1/seq-1/0?user_id=6","sn83045160",1875,10,29,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1360",5431,5431,5431,5430,"1897-05-12","Evening star","Washington","D.C","https://articleextractor.org/pages//5430/dlc_havanese_ver01/sn83045462/1897/05/12/ed-1/seq-2/0?user_id=6","sn83045462",1897,5,12,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1361",5441,5441,5441,5440,"1877-11-29","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5440/vi_gabbana_ver01/sn85025007/1877/11/29/ed-1/seq-1/0?user_id=6","sn85025007",1877,11,29,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1362",5443,5443,5443,5442,"1875-07-07","The Morristown gazette","Morristown","Ten","https://articleextractor.org/pages//5442/tu_hubert_ver01/sn85033681/1875/07/07/ed-1/seq-1/0?user_id=6","sn85033681",1875,7,7,"ed-1","Morristown,  Ten",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1363",5445,5445,5445,5444,"1876-01-22","The weekly Louisianian","New Orleans","La","https://articleextractor.org/pages//5444/lu_arbok_ver04/sn83016632/1876/01/22/ed-1/seq-2/0?user_id=6","sn83016632",1876,1,22,"ed-1","New Orleans,  La",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
"1364",5449,5449,5449,5448,"1879-05-08","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5448/tu_charlie_ver01/sn83045160/1879/05/08/ed-1/seq-1/0?user_id=6","sn83045160",1879,5,8,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1365",5452,5452,5452,5451,"1880-08-07","St. Landry democrat.","Opelousas","La","https://articleextractor.org/pages//5451/lu_blastoise_ver01/sn88064537/1880/08/07/ed-1/seq-1/0?user_id=6","sn88064537",1880,8,7,"ed-1","Opelousas,  La",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
"1366",5458,5458,5458,5457,"1881-02-09","The home journal.","Winchester","Ten","https://articleextractor.org/pages//5457/tu_arthur_ver01/sn95068565/1881/02/09/ed-1/seq-1/0?user_id=6","sn95068565",1881,2,9,"ed-1","Winchester,  Ten",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1367",5464,5464,5464,5463,"1880-03-23","Staunton spectator","Staunton","Va","https://articleextractor.org/pages//5463/vi_lure_ver01/sn84024718/1880/03/23/ed-1/seq-3/0?user_id=6","sn84024718",1880,3,23,"ed-1","Staunton,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1368",5468,5468,5468,5467,"1880-09-02","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5467/tu_charlie_ver01/sn83045160/1880/09/02/ed-1/seq-4/0?user_id=6","sn83045160",1880,9,2,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1369",5470,5470,5470,5469,"1878-03-15","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5469/tu_charlie_ver01/sn83045160/1878/03/15/ed-1/seq-1/0?user_id=6","sn83045160",1878,3,15,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1370",5478,5478,5478,5477,"1878-03-07","The Bolivar bulletin","Bolivar","Hardem","https://articleextractor.org/pages//5477/tu_jethro_ver01/sn85033306/1878/03/07/ed-1/seq-1/0?user_id=6","sn85033306",1878,3,7,"ed-1","Bolivar,  Hardem",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1371",5480,5480,5480,5479,"1878-06-17","The New Orleans daily Democrat","New Orleans","La","https://articleextractor.org/pages//5479/lu_nejat_ver01/sn83026413/1878/06/17/ed-1/seq-1/0?user_id=6","sn83026413",1878,6,17,"ed-1","New Orleans,  La",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
"1372",5482,5482,5482,5481,"1877-10-21","The Dallas daily herald","Dallas","Tex","https://articleextractor.org/pages//5481/txdn_bentley_ver01/sn83025733/1877/10/21/ed-1/seq-2/0?user_id=6","sn83025733",1877,10,21,"ed-1","Dallas,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1373",5485,5485,5485,5484,"1881-09-06","Staunton spectator","Staunton","Va","https://articleextractor.org/pages//5484/vi_lure_ver01/sn84024718/1881/09/06/ed-1/seq-2/0?user_id=6","sn84024718",1881,9,6,"ed-1","Staunton,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1374",5488,5488,5488,5487,"1880-01-06","Staunton spectator","Staunton","Va","https://articleextractor.org/pages//5487/vi_lure_ver01/sn84024718/1880/01/06/ed-1/seq-3/0?user_id=6","sn84024718",1880,1,6,"ed-1","Staunton,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1375",5491,5491,5491,5490,"1877-08-09","The New Orleans daily Democrat","New Orleans","La","https://articleextractor.org/pages//5490/lu_nejat_ver01/sn83026413/1877/08/09/ed-1/seq-2/0?user_id=6","sn83026413",1877,8,9,"ed-1","New Orleans,  La",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","LA"
"1376",5493,5493,5493,5492,"1880-01-22","The home journal.","Winchester","Ten","https://articleextractor.org/pages//5492/tu_arthur_ver01/sn95068565/1880/01/22/ed-1/seq-2/0?user_id=6","sn95068565",1880,1,22,"ed-1","Winchester,  Ten",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1377",5497,5497,5497,5496,"1880-10-13","The Louisiana Democrat","Alexandria","La","https://articleextractor.org/pages//5496/lu_beast_ver01/sn82003389/1880/10/13/ed-1/seq-2/0?user_id=6","sn82003389",1880,10,13,"ed-1","Alexandria,  La",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","LA"
"1378",5500,5500,5500,5499,"1879-06-20","The Charlotte Democrat","Charlotte","N.C","https://articleextractor.org/pages//5499/ncu_dan_ver01/sn84020713/1879/06/20/ed-1/seq-2/0?user_id=6","sn84020713",1879,6,20,"ed-1","Charlotte,  N.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1379",5504,5504,5504,5503,"1879-05-29","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5503/tu_charlie_ver01/sn83045160/1879/05/29/ed-1/seq-1/0?user_id=6","sn83045160",1879,5,29,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1380",5505,5505,5505,5504,"1879-03-06","The Milan exchange.","Milan","Gibson C","https://articleextractor.org/pages//5504/tu_isaac_ver01/sn86053488/1879/03/06/ed-1/seq-6/0?user_id=6","sn86053488",1879,3,6,"ed-1","Milan,  Gibson C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1381",5512,5512,5512,5511,"1876-10-12","The weekly democratic statesman","Austin","Tex","https://articleextractor.org/pages//5511/txdn_audi_ver01/sn83021327/1876/10/12/ed-1/seq-2/0?user_id=6","sn83021327",1876,10,12,"ed-1","Austin,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1382",5513,5513,5513,5512,"1897-01-14","The morning news","Savannah","Ga","https://articleextractor.org/pages//5512/gu_endeavour_ver01/sn86063034/1897/01/14/ed-1/seq-5/0?user_id=6","sn86063034",1897,1,14,"ed-1","Savannah,  Ga",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","GA"
"1383",5531,5531,5531,5530,"1897-06-28","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//5530/txdn_delta_ver01/sn86071197/1897/06/28/ed-1/seq-4/0?user_id=6","sn86071197",1897,6,28,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1384",5532,5532,5532,5531,"1963-01-17","Evening star","Washington","D.C","https://articleextractor.org/pages//5531/dlc_jarmusch_ver01/sn83045462/1963/01/17/ed-1/seq-16/0?user_id=6","sn83045462",1963,1,17,"ed-1","Washington,  D.C",0,"2023-07-09 16:53:11",0,1,0,0,0,"null","DC"
"1385",5549,5549,5549,5548,"1892-06-17","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5548/vi_quartz_ver01/sn85025007/1892/06/17/ed-1/seq-2/0?user_id=6","sn85025007",1892,6,17,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1386",5552,5552,5552,5551,"1912-04-25","The Waxahachie daily light","Waxahachie","Tex","https://articleextractor.org/pages//5551/txdn_eastland_ver01/sn86090369/1912/04/25/ed-1/seq-1/0?user_id=6","sn86090369",1912,4,25,"ed-1","Waxahachie,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1387",5561,5561,5561,5560,"1912-06-26","El Paso herald.","El Paso","Tex","https://articleextractor.org/pages//5560/txdn_denmark_ver01/sn88084272/1912/06/26/ed-1/seq-1/0?user_id=6","sn88084272",1912,6,26,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1388",5570,5570,5570,5569,"1897-06-09","The evening times","Washington","D.C","https://articleextractor.org/pages//5569/dlc_ike_ver01/sn84024441/1897/06/09/ed-1/seq-1/0?user_id=6","sn84024441",1897,6,9,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","DC"
"1389",5573,5573,5573,5572,"1897-08-18","The leader","Brookhaven","Mis","https://articleextractor.org/pages//5572/msar_agate_ver01/sn86074063/1897/08/18/ed-1/seq-2/0?user_id=6","sn86074063",1897,8,18,"ed-1","Brookhaven,  Mis",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","MS"
"1390",5575,5575,5575,5574,"1897-09-04","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//5574/txdn_delta_ver01/sn86071197/1897/09/04/ed-1/seq-2/0?user_id=6","sn86071197",1897,9,4,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1391",5577,5577,5577,5576,"1897-12-16","The Austin weekly statesman.","Austin","Tex","https://articleextractor.org/pages//5576/txdn_audi_ver01/sn86088296/1897/12/16/ed-1/seq-3/0?user_id=6","sn86088296",1897,12,16,"ed-1","Austin,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1392",5578,5578,5578,5577,"1897-11-26","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5577/vi_red_ver01/sn85025007/1897/11/26/ed-1/seq-2/0?user_id=6","sn85025007",1897,11,26,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1393",5580,5580,5580,5579,"1897-07-15","Evening star","Washington","D.C","https://articleextractor.org/pages//5579/dlc_havanese_ver01/sn83045462/1897/07/15/ed-1/seq-2/0?user_id=6","sn83045462",1897,7,15,"ed-1","Washington,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1394",5584,5584,5584,5583,"1897-10-28","Richmond dispatch","Richmond","Va","https://articleextractor.org/pages//5583/vi_rollingstone_ver01/sn85038614/1897/10/28/ed-1/seq-6/0?user_id=6","sn85038614",1897,10,28,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1395",5586,5586,5586,5585,"1898-07-13","Lexington gazette","Lexington","Va","https://articleextractor.org/pages//5585/vi_franck_ver01/sn84024716/1898/07/13/ed-1/seq-2/0?user_id=6","sn84024716",1898,7,13,"ed-1","Lexington,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1396",5590,5590,5590,5589,"1897-07-21","The Roanoke times.","Roanoke","Va","https://articleextractor.org/pages//5589/vi_lilac_ver01/sn95079490/1897/07/21/ed-1/seq-8/0?user_id=6","sn95079490",1897,7,21,"ed-1","Roanoke,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1397",5592,5592,5592,5591,"1898-03-19","The Grenada sentinel","Grenada","Miss","https://articleextractor.org/pages//5591/msar_eyelet_ver02/sn85034375/1898/03/19/ed-1/seq-5/0?user_id=6","sn85034375",1898,3,19,"ed-1","Grenada,  Miss",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","MS"
"1398",5605,5605,5605,5604,"1898-05-25","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//5604/txdn_charlie_ver01/sn86071197/1898/05/25/ed-1/seq-6/0?user_id=6","sn86071197",1898,5,25,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1399",5625,5625,5625,5624,"1897-07-19","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//5624/txdn_delta_ver01/sn86071197/1897/07/19/ed-1/seq-4/0?user_id=6","sn86071197",1897,7,19,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1400",5627,5627,5627,5626,"1898-12-08","El Paso daily herald.","El Paso","Tex","https://articleextractor.org/pages//5626/txdn_gmc_ver02/sn86064199/1898/12/08/ed-1/seq-1/0?user_id=6","sn86064199",1898,12,8,"ed-1","El Paso,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1401",5637,5637,5637,5636,"1897-09-25","Richmond planet","Richmond","Va","https://articleextractor.org/pages//5636/vi_yes_ver01/sn84025841/1897/09/25/ed-1/seq-2/0?user_id=6","sn84025841",1897,9,25,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1402",5639,5639,5639,5638,"1897-10-30","Richmond planet","Richmond","Va","https://articleextractor.org/pages//5638/vi_yes_ver01/sn84025841/1897/10/30/ed-1/seq-2/0?user_id=6","sn84025841",1897,10,30,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1403",5643,5643,5643,5642,"1898-08-12","The semi-weekly messenger","Wilmington","N.C","https://articleextractor.org/pages//5642/ncu_green_ver01/sn91068367/1898/08/12/ed-1/seq-5/0?user_id=6","sn91068367",1898,8,12,"ed-1","Wilmington,  N.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1404",5646,5646,5646,5645,"1898-07-10","Richmond dispatch","Richmond","Va","https://articleextractor.org/pages//5645/vi_rollingstone_ver01/sn85038614/1898/07/10/ed-1/seq-11/0?user_id=6","sn85038614",1898,7,10,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1405",5652,5652,5652,5651,"1897-07-10","The gazette","Raleigh","N.C","https://articleextractor.org/pages//5651/ncu_kings_ver01/sn83027097/1897/07/10/ed-1/seq-1/0?user_id=6","sn83027097",1897,7,10,"ed-1","Raleigh,  N.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1406",5659,5659,5659,5658,"1880-11-24","Memphis daily appeal","Memphis","Tenn","https://articleextractor.org/pages//5658/tu_charlie_ver01/sn83045160/1880/11/24/ed-1/seq-2/0?user_id=6","sn83045160",1880,11,24,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1407",5661,5661,5661,5660,"1898-11-30","The age-herald","Birmingham","Ala","https://articleextractor.org/pages//5660/au_brown_ver01/sn86072192/1898/11/30/ed-1/seq-1/0?user_id=6","sn86072192",1898,11,30,"ed-1","Birmingham,  Ala",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AL"
"1408",5663,5663,5663,5662,"1896-10-24","Semi=weekly graphic.","Pine Bluff","Ark","https://articleextractor.org/pages//5662/arhi_aerosmith_ver01/sn89051163/1896/10/24/ed-1/seq-3/0?user_id=6","sn89051163",1896,10,24,"ed-1","Pine Bluff,  Ark",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AR"
"1409",5664,5664,5664,5663,"1896-12-27","The Roanoke daily times.","Roanoke","Va","https://articleextractor.org/pages//5663/vi_lilac_ver01/sn95079481/1896/12/27/ed-1/seq-2/0?user_id=6","sn95079481",1896,12,27,"ed-1","Roanoke,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1410",5665,5665,5665,5664,"1881-01-14","Public ledger","Memphis","Tenn","https://articleextractor.org/pages//5664/tu_brownie_ver01/sn85033673/1881/01/14/ed-1/seq-2/0?user_id=6","sn85033673",1881,1,14,"ed-1","Memphis,  Tenn",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TN"
"1411",5667,5667,5667,5666,"1896-11-14","Richmond planet","Richmond","Va","https://articleextractor.org/pages//5666/vi_yes_ver01/sn84025841/1896/11/14/ed-1/seq-2/0?user_id=6","sn84025841",1896,11,14,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1412",5668,5668,5668,5667,"1896-04-06","Alexandria gazette","Alexandria","D.C","https://articleextractor.org/pages//5667/vi_red_ver01/sn85025007/1896/04/06/ed-1/seq-2/0?user_id=6","sn85025007",1896,4,6,"ed-1","Alexandria,  D.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","DC"
"1413",5675,5675,5675,5674,"1897-06-15","The progressive farmer","Winston","N.C","https://articleextractor.org/pages//5674/ncu_johns_ver01/sn92073049/1897/06/15/ed-1/seq-3/0?user_id=6","sn92073049",1897,6,15,"ed-1","Winston,  N.C",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1414",5678,5678,5678,5677,"1896-04-02","Fort Worth gazette","Fort Worth","Tex","https://articleextractor.org/pages//5677/txdn_india_ver02/sn86071158/1896/04/02/ed-1/seq-2/0?user_id=6","sn86071158",1896,4,2,"ed-1","Fort Worth,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1415",5686,5686,5686,5685,"1897-10-27","The Mena weekly star","Mena","Ark","https://articleextractor.org/pages//5685/arhi_electabuzz_ver01/sn85032996/1897/10/27/ed-1/seq-4/0?user_id=6","sn85032996",1897,10,27,"ed-1","Mena,  Ark",0,"2023-01-23 21:02:58",1,0,0,0,0,"null","AR"
"1416",5689,5689,5689,5688,"1897-07-23","The Pascagoula democrat-star.","Pascagoula","Mis","https://articleextractor.org/pages//5688/msar_daisy_ver01/sn87065532/1897/07/23/ed-1/seq-1/0?user_id=6","sn87065532",1897,7,23,"ed-1","Pascagoula,  Mis",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","MS"
"1417",5694,5694,5694,5693,"1897-06-25","Shenandoah herald","Woodstock","Va","https://articleextractor.org/pages//5693/vi_ozzyosbourne_ver01/sn85026941/1897/06/25/ed-1/seq-2/0?user_id=6","sn85026941",1897,6,25,"ed-1","Woodstock,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1418",5695,5695,5695,5694,"1896-03-23","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//5694/txdn_delta_ver01/sn86071197/1896/03/23/ed-1/seq-1/0?user_id=6","sn86071197",1896,3,23,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1419",5697,5697,5697,5696,"1897-11-15","The Houston daily post","Houston","Tex","https://articleextractor.org/pages//5696/txdn_delta_ver01/sn86071197/1897/11/15/ed-1/seq-1/0?user_id=6","sn86071197",1897,11,15,"ed-1","Houston,  Tex",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","TX"
"1420",5701,5701,5701,5700,"1900-12-22","The times","Richmond","Va","https://articleextractor.org/pages//5700/vi_albion_ver01/sn85034438/1900/12/22/ed-1/seq-2/0?user_id=6","sn85034438",1900,12,22,"ed-1","Richmond,  Va",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","VA"
"1421",5702,5702,5702,5701,"1900-08-22","The leader","Brookhaven","Mis","https://articleextractor.org/pages//5701/msar_agate_ver01/sn86074063/1900/08/22/ed-1/seq-4/0?user_id=6","sn86074063",1900,8,22,"ed-1","Brookhaven,  Mis",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","MS"
"1422",5705,5705,5705,5704,"1900-06-05","The farmer and mechanic","Raleigh","N.C 18??-19??","https://articleextractor.org/pages//5704/ncu_grandfather_ver01/sn99061556/1900/06/05/ed-1/seq-4/0?user_id=6","sn99061556",1900,6,5,"ed-1","Raleigh,  N.C 18??-19??",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","NC"
"1423",5707,5707,5707,5706,"1897-05-20","The free press.","Poplarville","Mi","https://articleextractor.org/pages//5706/msar_flint_ver01/sn87065567/1897/05/20/ed-1/seq-2/0?user_id=6","sn87065567",1897,5,20,"ed-1","Poplarville,  Mi",0,"2023-01-23 21:02:58",0,0,0,0,0,"null","MS"
